,한글이름,영어이름,한글정보,영어정보,한글정보2,영어정보2,한글정보3,영어정보3,아이디,이미지,체력,공격,방어,특수공격,특수방어,스피드,타입
219,마그카르고,Magcargo,용암포켓몬,Lava Pokémon,등껍질은 깨어지기 쉬우며 가끔 체내를 순환하고 있는 고열의 불꽃을 뿜어낸다.,The shell on its back is just skin that has cooledand hardened. It breaks easily with a slight touch.,체온이 약 1만 도나 돼서 빗방울이 몸에 닿으면 수증기가 자욱하게 피어나 주변이 깊은 안개에 둘러싸인다고 한다.,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",219,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,60,50,120,90,80,30,fire
220,꾸꾸리,Swinub,산돼지포켓몬,Pig Pokémon,먹이를 찾기 위해 코를 바닥에 비벼 땅을 파고 있다. 가끔 온천을 찾아낸다.,It rubs its snout on the ground to find and dig upfood. It sometimes discovers hot springs.,좋은 냄새를 맡으면 뒷일을 생각하지 않고 냄새 나는 방향으로 대시해버린다.,"Swinub excels at sniffing out mushrooms buried beneath grass or snow. Since ancient times, the people of Hisui have often relied upon this skill.",220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,50,50,40,30,30,50,ice
221,메꾸리,Piloswine,멧돼지포켓몬,Swine Pokémon,4개의 다리는 짧지만 발굽이 넓고 거칠거칠하므로 눈 위도 미끄러지지 않고 걸을 수 있다.,"Because the long hair all over its body obscures itssight, it just keeps charging repeatedly.",4개의 다리는 짧지만 발굽이 넓고 거칠거칠하므로 눈 위도 미끄러지지 않고 걸을 수 있다.,"The long fur of this Pokémon covers its eyes, ears, and even limbs, allowing Piloswine to resist harshly frigid conditions. The Pokémon's white tusks can be used to defeat its enemies.",221,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,100,100,80,60,60,50,ice
222,코산호,Corsola,산호포켓몬,Coral Pokémon,점점 자라면서 다시 돋아나는 머리의 끝이 아름다워 보물로서 인기가 많다.,It continuously sheds and grows. The tip of itshead is prized as a treasure for its beauty.,따뜻한 바다에 서식한다. 태고에는 가라르 근해에서도 많은 수가 서식했었다.,"These Pokémon live in warm seas. In prehistoric times, many lived in the oceans around the Galar region as well.",222,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,65,55,95,65,95,35,water
223,총어,Remoraid,분사포켓몬,Jet Pokémon,조준이 정확하다. 뿜어낸 물은 100m 앞에서 움직이는 먹이를 반드시 명중시킨다.,It has superb ac­ curacy. The water it shoots out canstrike even moving prey from more than 300 feet.,빨판처럼 변화한 등지느러미로 만타인에게 달라붙어 먹다 남은 것을 얻어먹고 있다.,Spits water from its mouth with incredible accuracy. It captures Burmy by shooting them down off the branches from which they dangle.,223,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,35,65,35,65,35,65,water
224,대포무노,Octillery,분사포켓몬,Jet Pokémon,구멍에 들어가고 싶어 하는 성질로 바위굴이나 항아리를 좋아해 거기서 먹물을 뿜어내 공격한다.,It traps enemies with its suction- cupped tentaclesthen smashes them with its rock-hard head.,머리가 돌처럼 단단하다. 빨판이 붙어 있는 다리를 휘감아 끊임없이 머리로 세게 때린다.,"While Octillery still shoots water from its mouth, the drastic anatomical difference between it and Remoraid meant that for a long time, no one believed the former evolved from the latter.",224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,75,105,75,105,75,45,water
225,딜리버드,Delibird,배달포켓몬,Delivery Pokémon,꼬리로 먹이를 싸서 운반한다. 산에서 조난당한 사람에게 먹이를 나눠주는 습성이 있다.,It carries food all day long. There are talesabout lost people who were saved by the food it had.,자신의 먹이를 사람이나 포켓몬에게 나눠주는 습성이 있어 언제나 먹이를 찾아다닌다.,"It has a generous habit of sharing its food with people and Pokémon, so it’s always scrounging around for more food.",225,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,45,55,45,65,45,75,ice
226,만타인,Mantine,연포켓몬,Kite Pokémon,헤엄쳐서 스피드가 빨라지면 파도 위에 뛰어올라 그대로 100m나 활공한다.,"As it majestically swims, it doesn't care if REMORAIDattach to it for scavenging its leftovers.",여유롭게 바다를 헤엄친다. 먹다 남은 음식을 노린 총어가 달라붙어 있어도 신경 쓰지 않는다.,"This calm and gentle Pokémon swims gracefully through the sea. After building speed, it can leap out of the water. It is often misidentified as a bird Pokémon due to this behavior.",226,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,85,40,70,80,140,70,water
227,무장조,Skarmory,갑옷새포켓몬,Armor Bird Pokémon,가시나무 안에 둥지를 만든다. 가시에 상처를 입어가며 자라난 새끼들의 날개는 단단해진다.,"Its sturdy wings look heavy, but they are actuallyhollow and light, allowing it to fly freely in the sky.",빠진 깃털로 검을 만들 수 있어서 문장 도안으로 인기가 많다.,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.",227,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,65,80,140,40,70,70,steel
228,델빌,Houndour,다크포켓몬,Dark Pokémon,새벽녘에 주변 일대에 울려 퍼지는 기분 나쁜 울음소리로 자신들의 영역을 어필한다.,It uses different kinds of cries for communicating withothers of its kind and for pursuing its prey.,동이 트기 전에 기분 나쁜 울음을 반복하여 자신들 무리의 존재를 어필한다.,They make repeated eerie howls before dawn to call attention to their pack.,228,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,45,60,30,80,50,65,dark
229,헬가,Houndoom,다크포켓몬,Dark Pokémon,헬가가 으스스하게 멀리서 짖으면 지옥에서 사신이 부르는 소리라고 옛날 사람들은 상상하고 있었다.,"If you are burned by the flames it shoots from itsmouth, the pain will never go away.",기분 나쁜 울음소리가 특징이다. 옛날 사람들은 지옥에서 온 사자라고 여겨 두려워했다.,"Identifiable by its eerie howls, people a long time ago thought it was the grim reaper and feared it.",229,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,75,90,50,110,80,95,dark
230,킹드라,Kingdra,드래곤포켓몬,Dragon Pokémon,평소에는 해저동굴에 몸을 숨기고 있는 것 같다. 하품으로 소용돌이를 발생시킨다.,It is said that it usually hides in underwater caves.It can create whirlpools by yawning.,떨어진 비늘은 왕족에게 헌상될 정도의 최상품으로 심오한 빛을 띤다.,Scales shed by this Pokémon have such a splendorous gleam to them that they’ve been given to royalty as gifts.,230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,75,95,95,95,95,85,water
231,코코리,Phanpy,긴코포켓몬,Long Nose Pokémon,애정 표현으로 코를 부딪쳐 오지만 힘이 있기 때문에 조심하지 않으면 날아가 버린다.,"It swings its long snout around play­ fully, but becauseit is so strong, that can be dan­ gerous.",긴 코를 써서 물을 끼얹는다. 동료가 모여들면 서로 물을 끼얹는다. 흠뻑 젖은 몸을 물가에서 말린다.,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",231,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,90,60,60,40,40,40,ground
232,코리갑,Donphan,갑옷포켓몬,Armor Pokémon,예리하고 단단한 이빨과 더욱 튼튼한 피부의 몸통박치기는 집도 부술 정도다.,"It has sharp, hard tusks and a rugged hide. Its TACKLEis strong enough to knock down a house.",단단한 몸으로 부딪치면 집도 부서진다. 그 힘을 이용해 산길을 막고 있는 토사를 치우는 일을 돕는다.,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",232,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,90,120,120,60,60,50,ground
233,폴리곤2,Porygon2,가상포켓몬,Virtual Pokémon,더욱 연구가 진행되어 능력이 올라갔다. 가끔 프로그램에 없는 행동을 보인다.,"This upgraded version of PORYGON is designed forspace exploration. It can't fly, though.",AI 기능을 탑재한 결과 폴리곤2끼리만 통하는 수수께끼의 언어로 말하기 시작했다.,"A bizarre item caused this Pokémon to evolve. While it now exhibits many new gestures and expressions, its biology remains inscrutable.",233,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,85,80,90,105,95,60,normal
234,노라키,Stantler,큰뿔포켓몬,Big Horn Pokémon,뿔을 응시하고 있으면 원의 중심에 빨려 들어가는 것 같은 이상한 기분이 든다.,The curved antlers subtly change the flow of air tocreate a strange space where real­ ity is distorted.,멋지게 생긴 뿔은 미술품으로 비싸게 팔리기 때문에 멸종 직전까지 남획됐었던 포켓몬이다.,Its strangely shaped antlers have the power to bewitch those who see them. Medicine made by grinding up the black orbs from fallen antlers is an effective treatment for insomnia.,234,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,73,95,62,85,65,85,normal
235,루브도,Smeargle,그림장이포켓몬,Painter Pokémon,꼬리를 붓처럼 써서 영역에 마크를 그린다. 그 종류는 5000개 이상이다.,A special fluid oozes from the tip of its tail. Itpaints the fluid everywhere to mark its territory.,꼬리 끝에서 나오는 체액으로 마크를 그린다. 마크에 따라서는 마니아에게 비싼 값에 거래된다.,"It draws symbols with the fluid that oozes from the tip of its tail. Depending on the symbol, Smeargle fanatics will pay big money for them.",235,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,55,20,35,20,45,75,normal
236,배루키,Tyrogue,싸움포켓몬,Scuffle Pokémon,항상 기운이 넘친다. 강해지기 위해 계속 져도 상대에게 맞선다.,"It is always bursting with en­ ergy. To make it­self stronger, it keeps on fighting even if it loses.",만만한 상대를 발견하면 바로 공격해오기 때문에 몸집이 작아도 방심은 할 수 없다.,"Even though it is small, it can’t be ignored because it will slug any handy target without warning.",236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,35,35,35,35,35,35,fighting
237,카포에라,Hitmontop,물구나무포켓몬,Handstand Pokémon,팽이처럼 회전하면서 싸운다. 원심력의 파워로 파괴력은 10배다.,"If you become enchanted by its smooth, elegant,dance-like kicks, you may get drilled hard.",물구나무를 서서 상대의 타이밍을 흐트러뜨리고 그 틈에 화려한 발차기를 먹인다.,"After doing a handstand to throw off the opponent’s timing, it presents its fancy kick moves.",237,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,50,95,95,35,110,70,fighting
238,뽀뽀라,Smoochum,뽀뽀포켓몬,Kiss Pokémon,입술이 제일 민감하다. 뭐든지 먼저 입술로 건드려서 어떤 것인지 확인한다.,Its lips are the most sensitive parts on its body.It always uses its lips first to examine things.,호기심이 왕성한 포켓몬이다. 뭐든지 입술에 대보고 좋은지 싫은지 판단한다.,This is a very curious Pokémon. Smoochum decides what it likes and dislikes by touching things with its lips.,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,45,30,15,85,65,65,ice
239,에레키드,Elekid,전류포켓몬,Electric Pokémon,양팔을 빙글빙글 휘둘러서 전기를 발생시킨다. 그러나 만들어낸 전기는 모아둘 수 없다.,"It rotates its arms to generate electricity, butit tires easily, so it charges up only a little bit.",아직 전기를 모으는 게 서툴다. 전기를 먹기 위해 민가에 숨어들어 콘센트를 찾는다.,"They generate electricity by spinning their arms. During a thunderstorm, if one hears the lively voices of children out in the wilderness, what one is actually hearing are the voices of Elekid.",239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,45,63,37,65,55,95,electric
